1601	{268,273,273,273,273,273,273,273,300,327,327,327,427,535,972,988,1079,1079,1079,1079,1079,1079,1079,1079,1079,1277,8851,19522,19522,19522,19522,19522,19522,19522,19522,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,21855,22978}
507	{1037,9310,16120,16884,18469,18472,18484,19114,21751,21751}
1328	{2,273,273,273,300,322,327,334,348,424,426,427,427,428,428,428,431,460,460,460,460,460,535,561,694,726,726,726,741,766,767,768,768,786,839,953,953,953,969,994,1017,1021,1021,1021,1022,1022,1022,1048,1079,1079,1080,1080,1182,1933,2212,2480,2480,2505,2587,2590,2590,2770,2787,2929,2938,2943,2945,2945,3109,3127,3219,3219,3220,3220,3232,3375,3375,3640,3907,3907,3907,3951,4173,4534,4772,4772,4836,4927,4927,5137,5199,5218,5409,5409,5436,5623,5844,5844,5844,6095,6300,6300,6300,6536,6536,6678,6678,7016,7016,7114,7114,7114,7325,7325,7325,7502,7503,7504,7505,7508,7699,7956,7956,7956,8235,8384,8387,8387,8741,8832,8832,8832,8840,9399,9399,9585,9585,9585,9997,10117,10410,10682,10682,11670,11969,11969,12022,12134,12135,12649,12837,12994,13137,13375,13524,13524,15290,15565,16419,16722,16722,16884,17068,18364,18364,18431,18437,18437,18458,18460,18552,18563,18563,18563,18583,18607,18657,18657,18667,18670,18670,18671,18671,18672,18672,18813,18814,18815,18816,18817,18818,18864,18864,18865,18865,18866,18866,18867,18867,19023,19034,19232,19232,19233,19233,19234,19234,19243,19243,19261,19261,19261,19261,19261,19264,19264,19264,19264,19264,19268,19268,19268,19268,19268,19307,19307,19308,19308,19308,19308,19310,19310,19324,19324,19324,19334,19334,19337,19337,19337,19540,19588,19588,19678,19724,19728,19770,19772,19773,19777,19786,19813,19844,19846,19854,19855,19856,19857,19858,19859,19860,19906,19907,19936,20006,20278,20278,20279,20279,20280,20344,20344,20345,20345,20346,20346,20536,20546,20546,20547,20547,20668,20684,21347,21347,21454,21459,21477,21477,21742,21855,21952,21954,21973,22018,22019,22048,22177,22178,22179,22351,22376,22424,22424,22433,22434,22436,22452,22467,22472,22709,22721,22750,22848,22849,22955,23407,23407,23441,23442,23491,23553,23554,23555,23556,23931,23969,24185}
521	{580,19980,19980,21810,23455,23455}
1417	{20484,22818}
468	{427,433,726,729,741,829,920,1495,1606,1936,2014,3709,3728,5204,5365,5365,15161,16326,16326,17068,17897,17897,18478,19534,19534,19534,19534,19686,20437,21172,21299,21299,21302}
1940	{273,273,419,460,535,535,535,591,591,633,642,643,658,772,947,1047,1080,1526,1688,2121,2127,2485,2668,2853,2945,2958,2985,3029,3290,3426,3569,4541,4595,6483,6483,6483,6699,6910,7146,7170,7179,7325,7388,7715,8386,9813,9815,10645,11047,13368,14600,15861,18395,18551,18682,19324,19324,19784,20254,20530,20684,20975,20975,20975,20975,20975,20975,20975,20980,21292,21521,21522,21765,21869,22274,22275,22276,22324,22869,22870,22895,22895,22906,22907,22908,23128,23128,23180,23190,24338}
1542	{590,1081,1500,5187,8268,9885,9885,9887,9893,13041,13047,13048,13048,13049,16279,16279,16279,16288,16288,16288,18590,18590,18590,18590,18630,18630,18630,18642,18642,18643,18643,20488,21394,21803,21804,22994,23266,23479}
2103	{429,728,1077,8054}
277	{1836,1836,2468,2468,3809,3809,7325,7325,7325,7325,7325,7325,7325,7325,7325,7325,7325,7325,7325,19040,19040,19040,19040,19040,19040,19145,19145,19145,19145,19145,19145,21125,21125}
1005	{435,438,438,460,460,580,582,582,582,591,592,861,862,2200,2500,3786,4521,5040,5040,7343,10642,13235,13235,13259,13275,13280,13318,14212,17415,20151,20164,20164,20186,20186,20333,21655,21693,21693,21722,21723,21724,21725,21810,21810,22114,22114,22668,22668,23285,23285,23285,23285,23288,23288,23448,23555,23607,24143,24148,24203,25161,25162}
812	{273,1017,1022,1682,8384,8384,10016,21126}
1853	{273,992,992,993,993,1017,1017,1017,2929,2929,2945,2945,6910,6910,6910,6910,7678,7678,7746,7746,7780,7781,7782,7783,7783,8384,8384,8384,8384,8387,8387,8387,8387,8388,8388,8389,8389,8389,8389,9997,10477,10477,13398,13398,13431,13431,14162,14162,15878,15878,20235,20236,20237,20238,21796,21796,21799,21799,21799,23164,23164}
601	{19534,19535}
261	{2904,2910,11038,18372,18373,18374,18375}
2714	{20975,20975,20975}
639	{460,460,10270,10270}
372	{339,419,460,581,591,591,594,608,662,1004,1026,1289,1289,1289,1289,1499,2310,2406,2406,2411,5131,5146,13486,13534,18365,19295,19295,20479,20484,20487,21515,21516,21517,21803,21846,23719,24276,24593}
50	{273,607,1833,1836,1836,1836,1838,1839,1841,2468,2468,2468,2476,2476,2476,2945,3232,3809,3809,3809,3818,4345,6819,6824,7175,7311,7313,7313,7313,7324,7325,7325,7618,7618,7618,9997,17732,17732,19597,20188,20782,22316,22317,22318}
538	{430,460}
2135	{5694,5694,5694,19315,19598,19599,22111,23447,23448,24652,24652,24652,25166}
278	{7325,7325,7325,7325,7325,7325,7325,7325,12774,14478,15822,21125,22592,24252}
769	{510,591,1004,1004,1004,1005,1005,1005,1010,1010,1010,1022,1022,1022,1022,1022,1836,2420,3499,3797,5184,5184,5184,7146,7146,7146,7146,7146,7146,7851,8803,8808,10862,11484,15027,15027,15027,15507,15507,15507,15507,15507,15507,15507,16800,16800,16800,19364,19364,19364,19364,19364,19364,19757,20696,20789,21363,21363,21363,21755,21954,22351,22501}
1609	{7325,7325,7325,12774,14478,22592}
316	{242,245,273,426,427,427,1077,3130,3130,3331,4170,4173,4568,5137,5409,8916,9184,14495,14495,14731,14731,14970,15315,20773,20773,20779,20779,21772}
2656	{2,2,2,2,110,110,110,110,110,110,110,110,110,117,117,118,118,118,118,120,120,121,122,122,237,242,242,242,242,255,273,273,273,273,273,273,273,273,274,274,274,275,284,284,284,291,291,293,293,293,293,293,293,293,293,293,293,298,298,298,298,298,298,298,298,298,298,298,300,300,300,300,300,300,306,306,306,309,309,309,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,322,327,328,328,328,328,328,334,339,340,341,343,344,355,355,355,363,397,399,406,407,407,409,409,409,409,409,409,409,413,413,413,419,419,419,419,419,419,419,421,421,427,427,427,427,427,427,429,429,430,430,430,430,432,433,435,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,473,473,473,510,582,591,633,657,663,694,699,699,712,712,724,724,724,724,724,724,724,726,726,726,726,726,726,726,726,726,726,726,726,726,729,729,729,741,746,746,746,746,746,775,796,829,829,861,912,969,969,969,969,969,969,969,969,969,969,969,969,969,972,993,993,1004,1004,1004,1005,1005,1005,1010,1010,1010,1021,1021,1022,1022,1022,1022,1022,1022,1022,1046,1046,1046,1046,1046,1076,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1080,1080,1080,1081,1081,1081,1081,1081,1081,1081,1087,1245,1252,1274,1317,1336,1336,1362,1362,1404,1404,1404,1404,1404,1404,1459,1459,1459,1503,1503,1511,1511,1601,1688,1762,1763,1818,1836,2018,2042,2180,2181,2234,2325,2325,2325,2325,2325,2325,2411,2420,2500,2500,2502,2502,2502,2502,2502,2502,2514,2516,2538,2627,2627,2684,2684,2684,2684,2684,2770,2770,2824,2920,2945,2945,2945,2945,2949,2958,2985,2985,3209,3210,3346,3442,3442,3462,3499,3499,3506,3627,3628,3628,3742,3752,3797,3916,4022,4100,4126,4172,4278,4340,4474,4474,4535,4595,4657,4766,4769,4927,5184,5184,5184,5194,5308,5385,5576,5642,5843,5843,5843,5843,5843,5966,6036,6044,6300,6426,6496,6496,6496,6744,7146,7146,7146,7146,7146,7146,7146,7170,7203,7336,7336,7337,7337,7339,7339,7341,7341,7398,7429,7432,7715,7851,7907,7907,7907,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,8067,8354,8354,8355,8355,8360,8360,8362,8362,8364,8364,8386,8717,8803,8803,8808,8832,9363,9383,9383,9383,9383,9383,10197,10352,10642,10739,10862,11047,11484,11783,11793,11796,11882,11882,12172,12352,12630,12691,12694,13497,13540,13665,13665,13894,14160,14285,14403,14403,14403,14594,14594,14594,14617,14936,14936,14936,15014,15027,15027,15027,15444,15507,15507,15507,15507,15507,15507,15507,15507,15507,15695,15822,15847,15847,15927,15927,15946,15946,16028,16028,16115,16214,16455,16503,16503,16800,16800,16800,17016,17766,17988,18364,18432,18432,18432,18432,18432,18433,18433,18433,18433,18433,18433,18434,18434,18434,18434,18435,18435,18435,18435,18458,18458,18476,18488,18530,18650,18657,18657,18657,18707,18917,19050,19050,19099,19099,19099,19099,19099,19142,19142,19339,19364,19364,19364,19364,19364,19364,19364,19522,19600,19681,19682,19693,19709,19721,19723,19724,19726,19728,19757,19769,19770,19770,19771,19772,19773,19774,19775,19776,19777,19784,19785,19785,19827,19844,19844,19846,19846,19846,19846,19846,20091,20107,20107,20148,20170,20171,20172,20173,20174,20188,20188,20251,20251,20251,20254,20280,20344,20402,20453,20463,20670,20671,20674,20675,20675,20696,20789,20928,20928,20942,20942,20959,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20980,21054,21122,21148,21148,21363,21363,21363,21371,21414,21454,21454,21459,21459,21459,21460,21460,21521,21522,21595,21596,21599,21663,21691,21708,21712,21735,21755,21785,21785,21793,21795,21796,21796,21796,21855,21862,21862,21862,21872,21872,21872,21872,21876,21876,21898,21913,21913,21939,21939,21952,21952,21952,21952,21954,21954,22038,22181,22253,22329,22351,22379,22379,22381,22501,22531,22531,22737,22793,22852,22852,22869,22927,22927,22989,22989,23015,23076,23076,23076,23077,23077,23078,23078,23127,23127,23127,23128,23128,23128,23128,23174,23185,23185,23185,23190,23416,23416,23518,23561,23621,23622,23661,23661,23744,23756,23874,23875,23876,23896,23908,23998,24246,24465,25237,25310}
1666	{460,1047,1047,1047,21748}
104	{5694,5694,5694,19315,19598,19599,22111,23447,23448,24652,24652,24652,25166}
323	{118,118,118,409,409,409,409,413,413,430,432,432,432,432,432,712,712,717,717,726,2376,2376,3783,6427,7134,7134,7135,19392,19546,19682,21371,21567,23112,24313,24314}
1422	{1047,1047,1047,20208,20208,20209,20209}
362	{113,113,322,353,353,366,438,460,473,473,1336,19805}
333	{1003,9899,21848}
1809	{1021,2063,5522,13540,21330,21351,22316,22994}
578	{916,1939,1939,1940,1940,1967,1967,3609,3612,5876,14436,18980,19382,19383,19383}
7	{273,428,428,428,1021,1021,1021,1022,1022,1022,1080,1080,1182,2938,2943,3219,3219,3220,3220,4772,4772,4836,4927,4927,5844,5844,5844,6300,6300,6300,7016,7016,7114,7114,7114,7325,7699,7956,7956,7956,8235,8384,8387,8387,8741,10117,10682,10682,11969,11969,12022,15290,15565,16884,18563,18563,18563,18583,18667,18670,18670,18671,18671,18672,18672,18813,18814,18815,18816,18817,18818,19232,19232,19233,19233,19234,19234,19243,19243,19307,19307,19308,19308,19308,19308,19310,19310,19540,20536,20668,20684,22177,22178,22179,22351,22467,22472,23491}
