581	19324	3
4398	19770	9
4398	19777	10
4398	19786	6
4398	19795	3
4398	20006	3
4398	24398	3
4398	24408	3
4398	24409	3
1871	21900	1
1619	2	2
1619	4607	1
1619	4617	1
1619	6878	1
1619	6904	1
1619	7081	1
1619	7338	1
1619	9182	1
1619	11092	1
1619	15896	1
1619	19578	2
1619	20750	1
1619	21187	1
1619	23026	1
1619	23028	1
2099	949	1
2099	2627	1
2099	10690	1
2099	13113	1
2099	14569	1
338	420	1
338	444	1
338	535	1
338	726	2
338	761	1
338	861	1
338	1406	1
338	2015	1
338	3669	1
338	3916	2
338	3917	1
338	4440	2
1632	949	1
1632	969	1
1632	1076	1
1632	1665	1
1632	18203	1
1632	21497	1
1632	24332	1
231	1836	2
231	2468	2
231	3809	2
231	7325	18
231	15822	1
231	16466	1
231	19040	10
231	19145	9
231	21101	2
231	21125	4
231	21531	1
231	21533	1
231	21534	1
1628	15	1
1628	112	1
1628	115	1
1628	117	1
1628	126	2
1628	237	1
1628	242	1
1628	245	3
1628	291	1
1628	297	2
1628	301	2
1628	364	2
1628	367	2
1628	427	1
1628	460	2
1628	581	1
1628	861	1
1628	992	2
1628	1021	2
1628	1026	1
1628	1032	1
1628	1037	2
1628	1046	1
1628	1047	1
1628	1050	1
1628	1079	1
1628	1080	1
1628	2091	2
1628	2668	1
1628	2671	2
1628	2673	2
1628	2674	3
1628	2904	3
1628	2910	3
1628	2985	5
1628	3232	5
1628	3818	4
1628	4664	1
1628	4836	2
1628	5010	2
1628	6541	1
1628	6819	1
1628	6910	2
1628	7127	2
1628	7325	2
1628	7973	2
1628	8298	1
1628	8303	1
1628	9183	2
1628	10465	2
1628	10763	1
1628	11038	2
1628	11092	1
1628	12778	1
1628	14491	1
1628	15300	2
1628	16214	2
1628	16678	1
1628	18064	3
1628	18128	1
1628	18172	2
1628	18266	1
1628	18363	1
1628	18364	3
1628	18372	2
1628	18373	2
1628	18374	3
1628	18375	3
1628	18396	1
1628	18397	1
1628	18399	3
1628	18449	2
1628	18463	2
1628	18465	2
1628	18469	2
1628	18481	2
1628	18482	3
1628	18484	1
1628	18486	2
1628	18487	2
1628	18649	1
1628	18650	2
1628	18651	1
1628	18682	2
1628	18770	3
1628	18810	1
1628	18811	3
1628	18831	1
1628	18854	3
1628	19540	1
1628	19785	2
1628	19812	2
1628	19815	2
1628	19816	2
1628	19817	2
1628	19943	1
1628	19944	1
1628	19945	1
1628	20126	2
1628	20746	1
1628	20750	1
1628	20982	1
1628	21799	1
1628	21862	2
1628	21894	1
1628	21895	1
1628	21896	1
1628	21993	2
1628	22318	2
1628	23004	6
1628	23130	1
1628	23182	1
1628	23183	1
1628	23212	4
1628	23238	1
1628	23862	1
1628	24014	1
1628	24015	1
1628	24016	1
1628	24017	1
1628	24018	1
1628	24119	1
1628	24243	1
1628	24331	1
1628	24379	1
1628	24611	1
1628	24612	1
1628	24613	1
1628	24614	1
462	2	1
462	257	2
462	273	1
462	286	2
462	304	4
462	981	1
462	987	2
462	994	4
462	1047	2
462	1255	2
462	1274	2
462	2770	2
462	2937	2
462	3001	3
462	4607	4
462	7146	1
462	7668	2
462	8882	1
462	19678	1
462	19742	2
462	19757	1
462	19844	2
462	20580	1
462	20750	1
462	21795	1
462	21913	2
462	22019	2
462	22340	1
462	22546	2
462	22564	1
462	22651	2
462	23722	1
462	24204	2
462	24206	2
3390	2945	1
3390	4657	1
3390	19936	2
3390	20188	2
3390	20472	1
3390	20980	1
3390	21971	1
3390	22020	1
3390	22869	4
3390	22870	2
3390	23396	1
3390	23983	1
3390	24021	1
3390	24251	2
3390	24828	2
3390	26327	1
1308	2	1
1308	110	1
1308	273	3
