id	entity_name	domain_id
10924	Расчет коэффициентов преобразования	36
10925	Принцип работы тепловой трубы	36
10945	Роль и место технологий быстрого прототипирования	36
10946	Изучение способов быстрого получения макета изделия	36
10947	Информационная поддержка жизненного цикла изделия	36
10948	Системы PDM	36
10949	Анализ качества изделия на основе трехмерных сканов	36
10950	Гибридный реверс-инжиниринг	36
10951	Особенности проектирования изделий для быстрого производства	36
10952	Особенности процесса литья в силиконовые формы	36
10957	Размерные цепи	32
10958	Технологический процесс сборки	36
10959	Технологическая документация на процесс сборки	36
10963	Технологическая подготовка сборочного производства	36
10966	Свойства влажного воздуха	36
10982	﻿Теория систем управления	34
10984	Математический аппарат исследования САУ	11
10986	Устойчивость линейных систем управления	34
10987	Качество процессов управления	34
10988	Синтез систем управления	34
10989	Задачи и методы синтеза линейных САР	34
10990	Нелинейные системы автоматического управления	34
10991	Дискретные системы автоматического управления	34
10995	Синтез и моделирование объекта управления с нежесткими связями	34
10998	Анализ точностных и динамических характеристик систем при наличии различных возмущающих воздействий	34
11010	Метод Ляпунова	34
11013	Синтез адаптивных идентификаторов и наблюдателей состояния	34
11015	Передаточная функция	34
11035	Численные методы матричной алгебры	11
11038	Классическая гидродинамика	20
11042	Динамические системы	34
11047	Спектральный анализ и преобразование Фурье	20
11055	Сегнето- и пьезоэлектрики	20
11087	﻿Аналитическая и прикладная механика	20
11092	Сопротивление материалов	117
11094	Плоский изгиб	20
11096	﻿Рациональное использование водных ресурсов	25
11114	Очистка сточных вод	25
11119	﻿Экологический менеджмент	25
11120	Документы по обеспечению безопасности	25
11122	Экологический паспорт предприятия	25
11123	Экологический аудит	25
11130	Производственный экологический контроль	25
11131	Виды химического анализа	25
11133	Классификация погрешностей измерений	32
11142	Солнечные коллекторы	49
11170	Оценка воздействия на окружающую среду	25
11179	Управление отходами	25
11180	Устойчивое природопользование в городской среде	25
11181	Глобальные экологические проблемы	25
11183	Основные потребности человека	25
11193	Биоматериалы	21
11194	Биополимерные имплантаты	21
11195	Биоразлагаемые полимеры	21
11196	Биоинженерия	21
11197	Регенеративная медицина	107
11212	Визуальные стратегии в искусствознании XX- начала XXI вв	28
11213	Визуальные стратегии в истории современного искусства	28
11214	Визуальные стратегии в истории искусства к.XIX-начала XXI вв	28
11216	Графика и кинематограф	28
11217	Модерн и постмодернизм	28
11218	Объектно-ориентированный подход в программировании	50
11219	Классы и объекты	17
11220	Объектно-ориентированная методология программирования	50
11222	Функции и классы	17
11223	Шаблоны функций и классов	17
11224	Потоки и файлы	17
11225	Объектный подход к разработке ПО	17
11226	Виды сжатия информации	17
11227	Принципы кодирования графической информации	17
11228	Виды оценки качества изображения	17
11229	Кодирование видеоинформации	17
11230	Программное обеспечение видеоинформационных систем	17
11231	Программная реализация обработки видеоинформации	17
11232	Кроссплатформенность	17
11233	Аппаратная реализация видеоинформационных систем	17
11234	Аппаратные видеокодеки	17
11235	Эволюция технических наук	37
11238	Образование как фундаментальная категория науки	37
11243	Современные методы получения научных знаний	37
11246	Солнце как источник энергии	49
11247	Распространение излучения в атмосфере	20
11249	Характеристики поля излучения	20
11250	Собственное излучение среды	20
11251	Комплексный показатель преломления	20
11252	Поляризация излучения	20
11253	Уравнение переноса радиации	20
11254	Теории рассеяния и поглощения	20
11255	Расчеты интенсивности теплового излучения	20
11256	Радиационная энергетика системы атмосфера	20
11257	Оценка жизненного цикла (ОЖЦ)	36
11258	Развитие систем ОЖЦ	17
11259	Структура ОЖЦ	17
11260	Этапы ОЖЦ	17
11261	Эволюция методов ОЖЦ	17
11262	Процедура проведения ОЖЦ	17
11263	Границы продукционной системы	17
11264	Эталонный поток	17
11265	Сопутствующая продукция	17
11266	Идентификация функций сравнимых систем	17
11267	Элементарный единичный процесс	17
11268	Оценка качества данных	17
11269	Строение аминокислот	24
11270	Строение молекулы ДНК	24
11271	Строение молекулы РНК	24
11272	Нуклеотиды	24
11273	Уровни структурной организации белков	24
11274	Сравнение последовательностей	24
11275	Методы определения пространственной структуры биополимеров	21
11276	Предсказание функции биополимеров по последовательности	24
11277	Эволюция на уровне молекул	24
11278	Методология инновационного маркетинга	283
11279	Маркетинг и инновационная деятельность	283
11280	Инновационный рынок	283
11281	Формирование инновационного потенциала	283
11282	Разработка концепции нового продукта	283
11283	Стратегии продвижения новых продуктов (услуг) на рынок	40
11285	Практика инновационного маркетинга	283
11288	Маркетинговый аудит	40
11289	Оценка эффективности инновационной деятельности	283
11290	Линейные и разветвляющие алгоритмы	17
11291	Циклические алгоритмы	17
11295	Язык программирования Java	50
11297	Альтернативные языки для JVM	50
11298	Функциональное программирование	14
11299	Теория формальных языков	17
11300	Параллельное программирование	14
11302	Технологии производства молочной продукции	21
11303	Переработка молока	21
11304	Вторичное молочное сырье	21
11305	Ресурсосберегающие технологии переработки молока	21
11306	Конкурентоспособность и качество молочной продукции	21
11307	Повышение качественных показателей готовой продукции	21
11308	Функциональные пространства	11
11309	Градиентный спуск	14
11310	Синтаксический анализ текста	14
11311	Модели текста	17
11312	Задачи классификации документов	17
11313	Политика информационной безопасности предприятия	180
11314	Установка прикладного программного обеспечения	17
11315	Настройка прикладного программного обеспечения	17
11316	Верстка страниц	17
11317	Деревья принятия решений	14
11319	Алгоритм обратного распространения	14
11320	Развитие web-технологии и журналистика	26
11321	Радиоэлектронная аппаратура	56
11322	Микроэлектроника	56
11324	Печатные платы	35
11325	Технология изготовления тонкопленочных интегральных схем	77
11327	Технологические функции пищевых добавок	21
11331	Увеличение сроков годности пищевых продуктов	21
11333	Биологически активные добавки	21
11334	Регламентация использования БАД	21
11335	Пищевая отрасль	21
11336	Проектирование промышленного предприятия	36
11337	Расчет технологического оборудования	36
11338	Особенности современного промышленного строительства	36
11340	Техническая эксплуатация промышленных зданий	36
11342	Оборудование для транспортировки сырья	21
11343	Оборудование для учета количества поступающего сырья	21
11344	Емкостное технологическое оборудование	36
11345	Оборудование для очистки сырья	21
11347	Оборудование для дробления твердого сырья	21
11350	Оборудование для сушки сырья	21
11351	Биологическая активность углеводородов	57
11352	Биологическая активность спиртов	21
11353	Биологическая активность органических соединений	21
11354	Биологическая активность	21
11355	Гетероциклические соединения	24
11356	Низкомолекулярные биорегуляторы	21
11358	Антибиотики	107
11359	Пищевая комбинаторика	21
11361	Нормы физиологических потребностей населения	182
11363	Государственная политика РФ в области здорового питания населения	21
11364	Разработка продуктов многокомпонентного состава	21
11365	Оптимизация биологической ценности продуктов питания	21
11366	Создание продуктов детского питания	21
11367	Мембранные способы обработки пищевого сырья	21
11370	Электродиализ	20
11371	Ультрозвуковая обработка пищевого сырья	21
11372	УВЧ-обработка пищевого сырья	21
11373	ТВЧ-обработка пищевого сырья	21
11374	Виды микроорганизмов, применяемых в пищевой биотехнологии	21
11375	Экспрессные методы исследования	37
11376	Методы контроля качества пищевых продуктов	21
11380	Контроль качества продуктов животного происхождения	21
11381	Требования к мясопродуктам	21
11382	Органолептические показатели качества мяса	21
11383	Контроль качества яичных продуктов	21
11384	Организация контроля качества на молокоперерабатывающих предприятиях	21
11385	Оценка санитарно-гигиенического состояния пищевого предприятия	21
11386	Система международных стандартов ISO	32
11388	Технологии переработки сырьевых ресурсов	21
11389	Биотехнологические процессы	21
11390	Биотехнология продуктов из зернового сырья	21
11391	Биотехнология алкогольных напитков	21
11392	Биотехнология продуктов из плодоовощного сырья	21
11393	Основы технологии чая	21
11394	Биотехнология продуктов на молочной основе	21
11395	Биотехнология мяса	21
11396	Биотехнология продуктов из гидробионтов	21
11397	Характеристики молочных продуктов	21
11398	Методы производственного контроля молочной продукции	21
11399	Контроль сырья	21
11401	Принципы внедрения HACCP на предприятиях отрасли	36
11402	Типы предприятий молочной промышленности	21
11403	Размещение предприятий молочной промышленности	21
11404	Формы организации производства	36
11408	Выбор и обоснование технологии молочных продуктов	21
11409	Общестроительное проектирование предприятий молочной промышленности	21
11411	Технико-экономические показатели	40
11412	Типовое оборудование предприятий молочной промышленности	21
11417	Охладители	352
11418	Конструкция маслоизготовителей	21
11419	Функционирование маслообразователей	21
11422	Неполадки в работе оборудования молочной промышленности	21
11423	Санитарно-гигиенические требования к предприятиям молочной промышленности	21
11424	Требования к территории предприятий молочной промышленности	21
11425	Требования к производственным и вспомогательным помещениям	36
11426	Общее понятие о микробах	57
11427	Программа гигиенического обучения работников предприятий молочной промышленности	189
11428	Гигиена работников предприятий молочной промышленности	21
11429	Законодательные и нормативные документы	27
11430	Задачи экспериментальных исследований	37
11431	Методы определения критериев для исследований	37
11433	Постановка задач исследований	37
11437	Методика проведения экспериментальных исследований	37
11443	Виды научного эксперимента	37
11444	Коэффициент регрессии	14
11446	Система экологического мониторинга в России	25
11448	Загрязнение атмосферы	25
11449	Методы очистки газовых выбросов предприятий и транспорта	25
11450	Загрязнение природных вод	25
11451	Методы очистки сточных вод	25
11453	Шумовое и вибрационное загрязнение	25
11454	Ионизирующее загрязнение окружающей среды	25
11455	Классификация токсикантов	21
11456	Критерии и методы оценки токсичности вредных веществ	21
11457	Установление параметров токсичности	21
11458	Токсикокинетика	21
11459	Методы и алгоритмы компьютерного моделирования	17
11464	Теоретико-полевые методы самосогласованного среднего поля	20
11465	Феноменологические методы решения уравнений в сплошных средах	20
11466	Полуэмпирические методы расчета физических свойств полимеров	20
11468	Свойства молекулярных наноструктур и биомолекулярных систем	20
11479	Мониторинг безопасности и условий труда	36
11480	Мониторинг чрезвычайных ситуаций	180
11481	Экологический мониторинг	25
11484	Оценка рисков	40
11487	Индикаторы состояния безопасности условий труда	36
11488	Метрологическое обеспечение мониторинга	32
11504	Метрологические аспекты применения поточных анализаторов	32
11516	Феноменологический метод изучения тепло- и массообмена	20
11517	Математическое описание процессов тепло- и массообмена	20
11520	Конвективный теплообмен в однородной среде	20
11521	Теплообмен при фазовых переходах	20
11523	Лучистый теплообмен	20
11525	Задачи неразрушающего контроля (НК)	20
11526	Виды дефектов изделий и нарушений технологических процессов	36
11528	Метрологическое обеспечение методов и средств НК	32
11531	Стандартизация методов контроля	32
11534	Технологические процессы на системном уровне	36
11536	Математические модели физических систем	20
11537	Преобразование Лапласа	11
11538	Передаточные функции линейных систем	11
11544	Экспертные корреляционно-экстремальные системы управления	34
11546	Управление биотехнологическим производством	21
11547	Контроль качества биотехнологической продукции	21
11548	Организация систем качества на предприятиях	36
11549	Входной контроль сырья	21
11551	Комплексная оценка и управление качеством продуктов биотехнологии	21
11552	Оценка безопасности пищевых продуктов	21
11553	Внутренний аудит системы качества на биотехнологическом предприятии	21
11554	Источники сырья для пищевых биотехнологических производств	21
11555	Сырье для микробиологической промышленности	21
11556	Сырьевые ресурсы Земли	380
11557	Виды сырья и вспомогательных материалов	117
11559	Характеристика комплексных обогатителей питательных сред. Классификация питательных сред для культивирования микроорганизмов	21
11560	Фармакологические свойства пищи	21
11561	Физиологическое влияние пищи на организм	182
11563	Биологически активные пищевые добавки	21
11564	Профилактическое и лечебное действие добавок при различных болезнях	107
11565	Классификация БАД	21
11566	Значение БАД в коррекции питания и здоровья человека	21
11567	Состав БАД	21
11568	Экспертиза и гигиеническая сертификация БАД	21
11569	Методы оценки качества БАДов	21
11570	Наука и научное исследование	37
11571	Понятийный аппарат научных исследований	37
11572	Методологический аппарат научных исследований	37
11574	Источники научной информации	37
11575	Организация научно-исследовательской работы	37
11576	Особенности работы с интернет-ресурсами	17
11577	Теоретические и экспериментальные исследования	37
11579	Упаковочные материалы и упаковка	21
11580	Полимерные упаковочные материалы	21
11581	Упаковочные материалы на основе бумаги и картона	21
11582	Металлические и стеклянные тароупаковочные материалы	21
11584	Оборудование для фасовки пищевых продуктов	21
11585	Экологические проблемы упаковочной промышленности	25
11586	Методы исследования сырья для производства деликатесных изделий	21
11587	Обработка мяса	21
11589	Определение качественных показателей мясных продуктов	21
11590	Белковые ингредиенты эмульсии	21
11595	Исследование безопасности пищевых продуктов	21
11597	Идентификация и фальсификация пищевых продуктов	21
11598	Методы обнаружения видов фальсификации продуктов питания	21
11599	Методы экспертиз пищевых продуктов	21
11605	Разработка технических условий на пищевые продукты	21
11606	Разработка технологической инструкции на производство пищевых продуктов	21
11607	Требования к качеству и безопасности	180
11613	Химия атмосферы	24
11615	Химия гидросферы	24
11618	Химия литосферы	24
11619	Модели химического состава глубинных геосфер	380
11620	Химические процессы во внутренних геосферах	380
11622	Техногенная миграция химических элементов	24
11623	Научные основы экобиотехнологических процессов	21
11624	Источники антропогенного загрязнения окружающей среды	25
11626	Возможности экобиотехнологии для снижения техногенного воздействия	25
11627	Термодинамика биологических процессов	57
11629	Удаление соединений азота и фосфора из сточных вод	25
11630	Биоремедиация загрязнённой почвы	25
11633	Воздействие отходов на окружающую среду	25
11634	Нормативно-правовая база системы обращения с отходами	25
11635	Экологическое нормирование в сфере обращения с отходами	25
11636	Стандартизация и лицензирование в системе обращения с отходами	32
11637	Экологический мониторинг и контроль	25
11639	Комплексная система обращения с отходами	25
11640	Мониторинг окружающей среды	25
11641	Экологический контроль	25
11642	Загрязнения и стандарты качества окружающей природной среды	25
11643	"Единая
государственная система экологического мониторинга"	25
11644	Оценка и прогнозирование экологической ситуации	25
11645	Мониторинг фонового загрязнения	25
11648	Приборы биологического контроля	57
11650	Эколого-экономическая эффективность безотходных производств	25
11651	Принципы создания чистого производства	25
11652	Стратегии реализации чистого производства	25
11653	Методология оценки обращения с отходами	25
11654	Анализ экологических проблем предприятий	25
11655	История развития экологического аудита	25
11656	Планирование экологического аудита	25
11657	Стандарты в области экологического аудита	25
11658	Внутренний экологический аудит	25
11660	Медоты аудита	40
11661	Документация аудита	40
11665	Системы управления при случайных воздействиях	34
11668	Системы и уровни управления живых организмов	57
11669	Задачи динамического программирования как процесса управления	11
11670	Экологическое нормирование	25
11671	Нормативы качества окружающей среды	25
11673	Нормативы допустимых сбросов и выбросов в окружающую среду	25
11676	Алгоритмы планирования в системах реального времени	17
11685	Электрические цепи переменного тока	56
11687	Разложение периодической функции в тригонометрический ряд	11
11689	Методы расчета электрических цепей	56
11697	Электромеханические системы электрических аппаратов	20
11699	Электролитические конденсаторы	20
11704	Электротехнические устройства	56
11705	Проектирование электромеханических преобразователей	56
11707	Электромагнитная аналогия	20
11708	Магнитная цепь электромеханических преобразователей	20
11709	Теплообмен	20
11710	Проектирование вентильного двигателя	56
11712	Математические модели систем управления	17
11718	Двоичные коды	17
11719	Основы классической логики	19
11722	Устройства электронной памяти	17
11723	Архитектура микропроцессорных систем	17
11724	Стандарты ЕСКД	32
11725	Магнитные цепи электрических аппаратов	56
11726	Магнитные материалы	20
11728	Тепловые процессы в электрических аппаратах	20
11730	Электромеханические реле времени	56
11734	Электротехнические конденсаторы	56
11736	Магнитная цепь электротехнических устройств	56
11737	Проектирование синхронного двигателя с постоянными магнитами	56
11738	Широтно-импульсный преобразователь	20
11742	Подчиненная структура системы управления	34
11746	Строение животной клетки	57
11747	Строение растительной клетки	57
11748	Биологически активные компоненты	57
11753	Конвективный массоперенос	20
11756	Применение БАВ при производстве продуктов питания	21
11757	Приемник излучения	20
11758	Источник излучения	20
11759	Поглощение излучения в атмосфере	20
11760	Физическая кинетика	20
11761	Кинетическое уравнение Больцмана	20
11764	Интерференционные явления	223
11765	Кинетические явления	20
11766	Эффекты Холла	20
11769	Кристаллическая решетка	20
11775	Метод функционала плотности	20
11780	Конденсация Бозе-Эйнштейна экситонов	20
11782	Квантование носителей заряда в наноструктурах	20
11784	Нестационарное уравнение Шредингера	20
11787	Движение электрона в магнитном поле	20
11806	Системы физических величин	20
11808	Источники оптического излучения	20
11815	Техническое задание на проектирование оптической системы	77
11818	Энергетический расчет	49
11821	Оптические материалы	20
11823	Дифракционная теория формирования изображения	20
11828	Дискретизация функции	11
11832	Расчет цветовых координат	17
11835	Фотоэлектрический метод	20
11841	Расчет оптических свойств пленок	20
11843	Оптические свойства однослойных систем	223
11844	Двухслойные диэлектрические системы	20
11849	Единицы физических величин	20
11851	Теория погрешностей	32
11852	Метрологические измерительные процедуры	32
11854	Метрологическая экспертиза	32
11861	Моделирование робота-манипулятора	61
11864	Двигатели	56
11865	Зубчатые передачи	77
11866	Червячные передачи	77
11870	Конструирование подшипников узлов	77
11871	Конструирование валов	77
11875	Конструирование корпусных деталей	77
11877	Металлургические способы производства материалов	117
11880	Технология сварочного производства	36
11884	Электрофизическая и электрохимическая обработка	77
11895	Сухое химическое травление	20
11911	Автоматизированные системы управления технологическими процессами	17
11913	Программно-логическое управление операциями	34
11914	Технологическое производство	36
11915	Управление технологическими комплексами производств	36
11927	Голографические оптические элементы	223
11934	Спектральные полосы	24
11949	Физические процессы формирования топологии тонких пленок	20
11951	Технология фотошаблонов	17
11960	Переходные процессы в лазерах	20
11965	Показатели преломления	20
11967	Распространение излучения	20
11971	Итерационные алгоритмы	17
11972	Нелинейное уроавнение Шредингера	20
11974	Уравнение Максвелла	20
11976	Предмет физической оптики	20
11977	Теория электромагнитной волны	223
11978	Формирование оптических полей	223
11979	Электромагнитные волны в анизотропной среде	223
11980	Молекулярное рассеяние света	223
11981	Понятие спектра	223
11982	Физический смысл спектрального разложения	223
11983	Дифракция	20
11984	Статистические явления физической оптики	20
11985	Когерентность протяженных источников	20
11986	Интерференция волн с различной степенью поляризации	20
11992	Скобки Пуассона	11
11997	Алгоритм	17
11998	Типы данных	17
11999	Переменные	50
12001	Циклы	50
12002	Функции	50
12003	Обзор современных языков программирования	50
12004	Классификация инструментальных методов исследования	37
12005	Математическая обработка	11
12006	Планирование исследования	37
12007	Холодильная техника	352
12008	Криогенная техника	352
12011	Одноступенчатая парокомпрессорная холодильная машина	352
12015	Функции микроорганизмов в биотехнологии кисломолочных продуктов	21
12016	Технологии дрожжевого хлеба	21
12017	Дрожжи в виноделии	21
12019	Кормовые дрожжи	21
12020	Пищевые дрожжи	21
12021	Применение дрожжей в медицине	107
12022	Дрожжевое производство	21
12027	Методы оптимизации в имитационном моделировании	11
12028	Физическая экосистема автономного транспорта	61
12029	Физические компоненты автономных транспортных средств	61
12031	Управление данными беспилотных транспортных средств	61
12032	Аппаратное обеспечение беспроводных сетей	33
12033	Программное обеспечение беспроводных сетей	33
12034	Протоколы беспроводных сетей	33
12036	Беспроводные сети LTE	33
12037	Организационные структур управления наукоемким производством	36
12038	Беспилотные транспортные средства	61
12039	Система управления беспилотным транспортным средством	61
12041	Интеллектуальный интерфейсом двустороннего взаимодействия человека и машины	35
12042	Беспроводной интерфейс между мобильным телефоном и бортовым компьютером	35
12044	Атаки со стороны внедренных роботов-диверсантов	61
12046	Передача коллективу роботов дезинформации	61
12047	Модель безопасности для мультиагентных робототехнических систем	61
12051	Стратегическое планирование	40
12052	Годовое (тактическое) планирование	40
12053	Оперативное планирование	40
12055	План маркетинга как основа внутрифирменного планирования	40
12056	Бизнес-план как инструмент инвестиционного планирования	40
12057	Финансовое планирование (бюджетирование)	40
12059	Организация внутрифирменного планирования	40
12060	Органы планирования на фирме	40
12061	Кадровая политика и кадровое планирование	40
12062	Теория социально-экономического прогнозирования	315
12064	Анализ и первичная обработка данных	14
12065	Оценка адекватности прогнозных моделей	40
12066	Прогнозирование стационарных социально-экономических процессов	40
12068	Понятие эконометрической модели	40
12069	Этапы построения эконометрических моделей	40
12070	Вероятностное описание экономических переменных	40
12071	Элементы статистического анализа данных	14
12072	Анализ экономических временных рядов	40
12073	Байесовские методы эконометрического анализа	40
12074	Транспортирование информации	33
12075	Обработка и хранение информации	17
12077	Архитектура распределённой обработки данных	17
12078	Архитектура приложений	17
12079	Сервис-ориентированная архитектура	17
12080	Эконометрическая модель	40
12081	Определение источника инвестиций	40
12082	Проведение анализа рынка	40
12083	Выбор организационно-правовой формы для проекта	27
12084	Выбор схемы налогообложения для проекта	40
12085	Составление перечня издержек для реализации проекта	40
12086	Расчет страховых взносов	40
12087	Определение цены проекта	40
12088	Расчет экономической эффективности проекта	40
12089	Язык программирования Python	50
12090	Уравнения теории упругости	20
12091	Упругость твердых тел	20
12092	Упругость жидких кристаллов	20
12093	Упругость двумерного объекта	20
12094	Постановка плоских задач теории упругости	20
12095	Краевые задачи плоской теории упругости	20
12096	Основы механики жидкости	20
12114	Особенности СВЧ диапазона	20
12115	Электровакуумные приборы СВЧ	20
12116	Электронные приборы со скрещенными электрическим и магнитным полями	56
12117	Полупроводниковые приборы СВЧ	20
12118	Интерполирование и аппроксимация функций	11
12119	Численные методы решения нелинейных уравнений	11
12120	Численные методы решения систем нелинейных уравнений	11
12121	Метод градиентного спуска	11
12123	Метод граничных интегральных уравнений	11
12125	Быстрый алгоритм вычисления функции	11
12126	Метод умножения Карацубы	17
12127	Быстрое умножение	17
12131	Потенциалы межчастичного взаимодействия	20
12134	Методология моделирования данныз IDEF1X	17
12135	Технологии разработки программного обеспечения	50
12137	Оптическая спектрокопия наноструктур	20
12143	Измерение ИК-спектров наночастиц	20
12145	Измерение люминесцентных характеристик растворов коллоидных полупроводниковых квантовых точек	20
12146	Определение квантового выхода люминесценции квантовых точек	20
12148	Определение тензора	11
12149	Тензорная алгебра	11
12150	Симметрия тензоров	11
12151	Изотропные тензоры	11
12152	Приложения теории тензоров	11
12153	Тензор инерции	11
12154	Дифференциальные операторы тензорного анализа	11
12156	Интегральное представление дифференциальных операторов	11
12158	Технология сычужных рассольных сыров	21
12159	Технологические схемы производства рассольных сыров	21
12163	Информационная безопасность мультиагентных систем	180
12164	Информационная безопасность групповых мобильных робототехнических комплексов	180
12165	Скрытые атаки на роевой алгоритм	180
12166	Обеспечение информационной безопасности в роевых робототехнических системах	61
12167	Методология научных исследований	37
12168	Экономика инноваций	283
12169	Инновационные стратегии	283
12170	Управление инновационными проектами и анализ деятельности конкурентов	283
12171	Форсайт	283
12172	Управление интеллектуальной собственностью	27
12173	Развитие креативного и инновационного потенциала	30
12176	Оптические явления в диэлектриках	20
